user_id,playlist_id,position,artist_name,track_name
22394709,5884071,5,"Alter Bridge","In Loving Memory"
22394709,5884071,6,"Staind","Schizophrenic Conversations"
22394709,5884071,7,"Muse","Starlight"
11363477,3106146,1,"Foo Fighters","Everlong"
11363477,3106146,2,"Coldplay","Yellow"
11363477,3106146,3,"Beck","Loser"
11363477,3106146,4,"Björk","All Is Full of Love"
11363477,3106146,5,"Arcade Fire","Neighborhood #3 (Power Out)"
11363477,3106146,6,"Goldfrapp","Ooh La La"
11363477,3106146,7,"Sigur Rós","Hoppípolla"
32349147,7524951,1,"Kanye West","Love Lockdown"
32349147,7524951,2,"Space Cowboy","Running Away"
32349147,7524951,3,"MGMT","Electric Feel (Album Version)"
32349147,7524951,4,"MGMT","Kids"
32349147,7524951,5,"Deichkind","Luftbahn"
32349147,7524951,6,"Lady Gaga","Poker Face"
32349147,7524951,7,"Incubus","Aqueous Transmission"
2305727,2068764,1,"Radiohead","Bodysnatchers"
2305727,2068764,2,"Calvin Harris","Vegas"
2305727,2068764,3,"Franz Ferdinand","Take Me Out"
2305727,2068764,4,"Lykke Li","Dance Dance Dance"
2305727,2068764,5,"Jason Mraz","I'm Yours"
2305727,2068764,6,"Soulwax","Miserable Girl"
26694334,6472685,1,"Metallica","Nothing Else Matters"
26694334,6472685,2,"Metallica","Enter Sandman"
26694334,6472685,3,"Metallica","Master of Puppets"
26694334,6472685,4,"Metallica","The Unforgiven"
26694334,6472685,5,"Metallica","Battery"
26694334,6472685,6,"Metallica","St. Anger"
26694334,6472685,7,"Metallica","Fuel"
26694334,6472685,8,"HIM","Buried Alive By Love"
26694334,6472685,9,"The Offspring","The Kids Aren't Alright"
10852680,4732550,1,"Lynyrd Skynyrd","The Needle And The Spoon"
10852680,4732550,2,"The Rolling Stones","Paint It Black"
10852680,4732550,3,"Deep Purple","Smoke On The Water"
10852680,4732550,4,"Deep Purple","Child In Time"
10852680,4732550,5,"Lynyrd Skynyrd","Free Bird"
10852680,4732550,6,"Lynyrd Skynyrd","Sweet Home Alabama"
10852680,4732550,7,"The Rolling Stones","Sympathy for the Devil"
13197097,3645595,1,"Kings of Leon","Sex On Fire"
13197097,3645595,2,"Linkin Park","One Step Closer"
13197097,3645595,3,"Flobots","Handlebars"
13197097,3645595,4,"The Rolling Stones","Paint It Black"
13197097,3645595,5,"Funeral For A Friend","Streetcar"
13197097,3645595,6,"Delaware","Wish For"
34979265,7975832,1,"The Kooks","Naive"
34979265,7975832,2,"The Strokes","Last Night"
34979265,7975832,3,"Franz Ferdinand","Take Me Out"
34979265,7975832,4,"The Strokes","You Only Live Once"
34979265,7975832,5,"The Kooks","Seaside"
34979265,7975832,6,"Inmigrantes","Graffiti"
34979265,7975832,7,"The Kooks","Always Where I Need To Be"
34979265,7975832,8,"The Strokes","Someday"
34979265,7975832,9,"The Kooks","Junk of the Heart (Happy)"
34979265,7975832,10,"The Strokes","Under Cover Of Darkness"
12291789,3486273,1,"The Killers","For Reasons Unknown"
12291789,3486273,2,"The Killers","Read My Mind"
12291789,3486273,3,"Radiohead","Paranoid Android"
12291789,3486273,4,"Radiohead","Fake Plastic Trees"
12291789,3486273,5,"The Killers","When You Where Young"
12291789,3486273,6,"Muse","Starlight"
12291789,3486273,7,"Muse","Supermassive Black Hole"
18828072,5412482,1,"Coldplay","Viva La Vida"
18828072,5412482,2,"Green Day","21 Guns"
18828072,5412482,3,"Oasis","Wonderwall"
18828072,5412482,4,"Dashboard Confessional","Stolen"
18828072,5412482,5,"Miley Cyrus","The Climb"
18828072,5412482,6,"Martina McBride","Independence Day"
18828072,5412482,7,"Otis Spann","Beat-Up Team"
18828072,5412482,8,"Eric Clapton","They're Red Hot"
4987482,12280,1,"Death Cab for Cutie","Soul Meets Body"
4987482,12280,2,"Muse","Starlight"
4987482,12280,3,"Coldplay","Moses (Live)"
4987482,12280,4,"Razorlight","America"
4987482,12280,5,"Sunrise Avenue","Forever Yours"
4987482,12280,6,"Sunrise Avenue","Fairytale Gone Bad"
4987482,12280,7,"Constantinos Andrianatos","After Midnight"
4987482,12280,8,"Coldplay","Viva La Vida"
38981930,8787230,1,"Archive","Again"
38981930,8787230,2,"Portishead","Mysterons"
38981930,8787230,3,"Ayọ","Down On My Knees"
38981930,8787230,4,"Massive Attack","Teardrop"
38981930,8787230,5,"The Verve","Bitter Sweet Symphony"
38981930,8787230,6,"Eastern Sun","Northern Vision"
3689940,546821,1,"Radiohead","Paranoid Android"
3689940,546821,2,"Radiohead","Creep"
3689940,546821,3,"Radiohead","Karma Police"
3689940,546821,4,"Radiohead","No Surprises"
3689940,546821,5,"Guns N' Roses","Welcome to the Jungle"
3689940,546821,6,"R.E.M.","I Wanted to Be Wrong (iTunes Originals Version)"
3689940,546821,7,"Stevie Ray Vaughan","Pride And Joy"
3689940,546821,8,"Wolfmother","Far Away"
3689940,546821,9,"Godsmack","Moon Baby"
3689940,546821,10,"Chris Cornell","Ground Zero"
6673299,732398,1,"Oasis","Wonderwall"
6673299,732398,2,"Nirvana","Come as You Are"
6673299,732398,3,"Bob Marley","Redemption Song"
6673299,732398,4,"Metallica","Nothing Else Matters"
6673299,732398,5,"The Doors","LOVESTREET"
6673299,732398,6,"Coldplay","Clocks"
6673299,732398,7,"The Mamas & The Papas","California Dreamin'"
6673299,732398,8,"Scott McKenzie","San Francisco"
1000792,8485697,1,"Lykke Li","Little Bit"
1000792,8485697,2,"Lykke Li","Breaking It Up"
1000792,8485697,3,"MGMT","Kids"
1000792,8485697,4,"MGMT","Electric Feel"
1000792,8485697,5,"Modest Mouse","Float On"
1000792,8485697,6,"Modest Mouse","Dashboard"
1000792,8485697,7,"Modest Mouse","The Good Times Are Killing Me"
4211830,47771,1,"Tom Jones & Mousse T.","Sex bomb"
4211830,47771,2,"Radiohead","Creep"
4211830,47771,3,"Modest Mouse","Dashboard"
4211830,47771,4,"Modest Mouse","March Into The Sea"
4211830,47771,5,"Modest Mouse","Parting Of The Sensory"
4211830,47771,6,"Radiohead","Paranoid Android"
4211830,47771,7,"Faith No More","Epic"
9634645,2131842,1,"Cold War Kids","Hang Me Up to Dry"
9634645,2131842,2,"Cold War Kids","Hospital Beds (Album)"
9634645,2131842,3,"The Strokes","Reptilia"
9634645,2131842,4,"The Hives","Main Offender"
9634645,2131842,5,"The Hives","Walk Idiot Walk"
9634645,2131842,6,"Kaiser Chiefs","Ruby"
9634645,2131842,7,"Kasabian","L.S.F."
9634645,2131842,8,"The Killers","When You Were Young"
9634645,2131842,9,"Razorlight","America"
3087367,139075,1,"The Kooks","Seaside"
3087367,139075,2,"Led Zeppelin","Stairway To Heaven"
3087367,139075,3,"Guns N' Roses","Sweet Child O Mine"
3087367,139075,4,"The Kooks","Sofa Song"
3087367,139075,5,"The Killers","Read My Mind"
3087367,139075,6,"The Killers","When You Were Young"
3087367,139075,7,"Pokémon","PokeRAP"
7806565,1155979,1,"The White Stripes","Little Room"
7806565,1155979,2,"Hayko Cepkin","Boþluk"
7806565,1155979,3,"Gece Yolcuları","Köpekler Gibi"
7806565,1155979,4,"Radiohead","Karma Police"
7806565,1155979,5,"Radiohead","Paranoid Android"
7806565,1155979,6,"Dido","Here With Me (Radio Edit)"
5969488,285949,1,"Muse","Time Is Running Out"
5969488,285949,2,"Massive Attack","Inertia Creeps"
5969488,285949,3,"The Chemical Brothers","Hey Boy Hey Girl"
5969488,285949,4,"Radiohead","Karma Police"
5969488,285949,5,"Gorillaz","Feel Good Inc."
5969488,285949,6,"The Arcade Fire","Rebellion (Lies)"
3395098,5781884,1,"Bon Iver","Blood Bank"
3395098,5781884,2,"Conor Oberst","Lenders in the Temple"
3395098,5781884,3,"Yeah Yeah Yeahs","Maps"
3395098,5781884,4,"Band of Horses","The Great Salt Lake"
3395098,5781884,5,"Radical Face","Welcome Home"
3395098,5781884,6,"Radiohead","Karma Police"
9102091,1881313,1,"Oasis","Wonderwall"
9102091,1881313,2,"Goldfrapp","Strict Machine"
9102091,1881313,3,"Oasis","Champagne Supernova"
9102091,1881313,4,"Oasis","Don't Look Back In Anger"
9102091,1881313,5,"Oasis","Live Forever"
9102091,1881313,6,"Sting","Englishman In New York"
9102091,1881313,7,"Sting","Fragile"
9102091,1881313,8,"Nirvana","Smells Like Teen Spirit"
9102091,1881313,9,"The Killers","Mr. Brightside"
9102091,1881313,10,"Black Sabbath","Paranoid"
50099824,10583505,1,"Валерий Меладзе","Актриса"
50099824,10583505,2,"Ляпис Трубецкой","Африка"
50099824,10583505,3,"Muse","Starlight"
50099824,10583505,4,"Muse","Uprising"
50099824,10583505,5,"Muse","Hysteria"
50099824,10583505,6,"Би-2","Вечная призрачная встречная"
50099824,10583505,7,"The Strokes","Automatic Stop"
7638986,1057145,1,"Cake","Friend Is A Four Letter Word"
7638986,1057145,2,"The Postal Service","This Place Is a Prison"
7638986,1057145,3,"Massive Attack","Teardrop"
7638986,1057145,4,"Radiohead","Karma Police"
7638986,1057145,5,"Eluvium","Radio Ballet"
7638986,1057145,6,"Cat Power","Metal Heart"
7638986,1057145,7,"Kings of Leon","Closer"
6061993,352746,1,"Björk","Hyperballad"
6061993,352746,2,"Björk","Army of Me"
6061993,352746,3,"Pixies","Where Is My Mind?"
6061993,352746,4,"Björk","Bachelorette"
6061993,352746,5,"Franz Ferdinand","Take Me Out"
6061993,352746,6,"Franz Ferdinand","Do You Want To"
6061993,352746,7,"Franz Ferdinand","This Fire"
6061993,352746,8,"The Smiths","Shoplifters Of The World Unite"
6643420,2784373,1,"Amy Winehouse","Rehab"
6643420,2784373,2,"Amy Winehouse","Back To Black"
6643420,2784373,3,"Portishead","Mysterons"
6643420,2784373,4,"Portishead","Glory Box"
6643420,2784373,5,"KoЯn","Adidas"
6643420,2784373,6,"bôa","Duvet"
10219498,2427103,1,"Incubus","Anna Molly"
10219498,2427103,2,"Incubus","Dig"
10219498,2427103,3,"Incubus","Love Hurts"
10219498,2427103,4,"Incubus","Drive"
10219498,2427103,5,"The Kooks","Be Mine"
10219498,2427103,6,"Radiohead","Creep"
11101752,3518491,1,"The Police","Message in a Bottle"
11101752,3518491,2,"The Who","Baba O'Riley"
11101752,3518491,3,"The Doors","Alabama Song (Whisky Bar)"
11101752,3518491,4,"Led Zeppelin","Stairway To Heaven"
11101752,3518491,5,"Lynyrd Skynyrd","Free Bird"
11101752,3518491,6,"Coverdale/Page","Over Now"
3613488,76052,1,"Red Hot Chili Peppers","By The Way"
3613488,76052,2,"Red Hot Chili Peppers","Under the Bridge"
3613488,76052,3,"The Kooks","Sofa Song"
3613488,76052,4,"Red Hot Chili Peppers","Californication"
3613488,76052,5,"The Kooks","Ooh La"
3613488,76052,6,"The White Stripes","Black Math"
3613488,76052,7,"System of a Down","Chop Suey"
15429352,4238894,1,"The Killers","Human"
15429352,4238894,2,"Snow Patrol","Open Your Eyes"
15429352,4238894,3,"Coldplay","Violet Hill"
15429352,4238894,4,"The Killers","Mr. Brightside"
15429352,4238894,5,"Foo Fighters","The Pretender"
15429352,4238894,6,"The Enemy","Images (Live)"
15429352,4238894,7,"The Kooks","You Don't Love Me"
15429352,4238894,8,"Razorlight","America"
6462510,556787,1,"Portishead","Roads"
6462510,556787,2,"Portishead","Sour Times"
6462510,556787,3,"Portishead","Glory Box"
6462510,556787,4,"Portishead","Mysterons"
6462510,556787,5,"Radiohead","Karma Police"
6462510,556787,6,"Radiohead","Creep"
6462510,556787,7,"Radiohead","Paranoid Android"
6462510,556787,8,"Coldplay","Clocks"
6462510,556787,9,"Coldplay","Fix You"
22139666,5851065,1,"The Kooks","Naïve"
22139666,5851065,2,"The Kooks","Seaside"
22139666,5851065,3,"The Kooks","She Moves In Her Own Way"
22139666,5851065,4,"Marilyn Manson","This is the New Shit"
22139666,5851065,5,"Death Cab for Cutie","I Will Follow You Into The Dark"
22139666,5851065,6,"System of a Down","Violent Pornography"
22139666,5851065,7,"Aerosmith","Dream On"
6023246,319244,1,"Muse","Time Is Running Out"
6023246,319244,2,"The White Stripes","Seven Nation Army"
6023246,319244,3,"Rammstein","Links 234"
6023246,319244,4,"U2","Sunday Bloody Sunday"
6023246,319244,5,"Moby","Porcelain"
6023246,319244,6,"Deep Blue Something","Breakfast At Tiffany's"
6023246,319244,7,"Muse","Knights of Cydonia"
6023246,319244,8,"Muse","Starlight"
6023246,319244,9,"Muse","Hysteria"
6023246,319244,10,"Muse","New Born"
10277365,3464373,1,"Kings of Leon","Sex On Fire"
10277365,3464373,2,"Pink","So What"
10277365,3464373,3,"Rihanna","Disturbia"
10277365,3464373,4,"Mark Ronson ft. Paul Smith","Apply Some Pressure"
10277365,3464373,5,"Katy Perry","I Kissed a Girl"
10277365,3464373,6,"Coldplay","Viva La Vida"
10277365,3464373,7,"The Ting Tings","Shut Up And Let Me Go"
8432561,1536211,1,"Pink Floyd","Wish You Were Here"
8432561,1536211,2,"Louis Armstrong","A Kiss To Build A Dream On"
8432561,1536211,3,"Louis Armstrong","What A Wonderful World"
8432561,1536211,4,"Red Hot Chili Peppers","Scar Tissue"
8432561,1536211,5,"Coldplay","The Scientist"
8432561,1536211,6,"Pink Floyd","Comfortably Numb"
4318282,2128954,1,"Damien Rice","9 Crimes"
4318282,2128954,2,"The Fray","How To Save A Life"
4318282,2128954,3,"Snow Patrol","Chasing Cars"
4318282,2128954,4,"Oasis","Wonderwall"
4318282,2128954,5,"U2","Beautiful Day"
4318282,2128954,6,"Goo Goo Dolls","Iris"
4318282,2128954,7,"Daniel Powter","Bad Day"
8195437,1467324,1,"The Killers","Somebody Told Me"
8195437,1467324,2,"Coldplay","Clocks"
8195437,1467324,3,"The Police","Roxanne"
8195437,1467324,4,"Lucybell","Salvame La Vida"
8195437,1467324,5,"Los Jaivas","Todos Juntos"
8195437,1467324,6,"Lucybell","Esperanza"
13099003,3630533,1,"The Subways","Rock & Roll Queen"
13099003,3630533,2,"Coldplay","Viva La Vida"
13099003,3630533,3,"Bob Dylan","Blowin' in the Wind"
13099003,3630533,4,"The Kooks","Naive"
13099003,3630533,5,"John Lennon","Oh Yoko!"
13099003,3630533,6,"Kings of Leon","Red Morning Light"
13099003,3630533,7,"Jeff Buckley","Hallelujah"
22687023,5970281,1,"The Killers","Somebody Told Me"
22687023,5970281,2,"The Maccabees","Toothpaste Kisses"
22687023,5970281,3,"Razorlight","America"
22687023,5970281,4,"The Krolls","Stars"
22687023,5970281,5,"Cheese People","Ua-a-a!"
22687023,5970281,6,"Muse","Time Is Running Out"
22687023,5970281,7,"Muse","Starlight"
22687023,5970281,8,"Kings of Leon","Be Somebody"
22687023,5970281,9,"The Strokes","Reptilia"
22687023,5970281,10,"The Killers","Believe Me Natalie"
3575961,294591,1,"Death Cab for Cutie","I Will Follow You Into The Dark"
3575961,294591,2,"Death Cab for Cutie","Soul Meets Body"
3575961,294591,3,"Death Cab for Cutie","Transatlanticism"
3575961,294591,4,"The Postal Service","Such Great Heights"
3575961,294591,5,"Klaas","The Way"
3575961,294591,6,"Kanal 24","Kommisjonens favoritter - Hva faen skjer i DOS?"
49086443,10448603,1,"Arctic Monkeys","I Bet You Look Good On The Dancefloor"
49086443,10448603,2,"Arctic Monkeys","Mardy Bum"
49086443,10448603,3,"Arctic Monkeys","Fake Tales of San Francisco"
49086443,10448603,4,"Arctic Monkeys","Fluorescent Adolescent"
49086443,10448603,5,"Arctic Monkeys","505"
49086443,10448603,6,"Arctic Monkeys","A Certain Romance"
49086443,10448603,7,"Arctic Monkeys","Crying Lightning"
49086443,10448603,8,"The Killers","Mr. Brightside"
49086443,10448603,9,"Keane","Somewhere Only We Know"
49086443,10448603,10,"Belle and Sebastian","Come On Sister"
16331632,4442192,1,"Baložu Pilni Pagalmi","Mans zirgs"
16331632,4442192,2,"Jeff Buckley","Hallelujah"
16331632,4442192,3,"Lamb","Gabriel"
16331632,4442192,4,"Editors","Blood"
16331632,4442192,5,"Interpol","NYC"
16331632,4442192,6,"Johnny Cash","Hurt"
6952632,785325,1,"Muse","Stockholm Syndrome"
6952632,785325,2,"Muse","Time Is Running Out"
6952632,785325,3,"Playa Limbo","Instante Sublime"
6952632,785325,4,"The Killers","Bones"
6952632,785325,5,"Amy Winehouse","Back To Black"
6952632,785325,6,"The Kooks","Ooh La"
6952632,785325,7,"Oasis","Stand By Me"
6952632,785325,8,"Muse","Knights of Cydonia"
6952632,785325,9,"Cary Brothers","Ride"
6952632,785325,10,"Hilary Duff","Holiday"
11948491,3206787,1,"Hot Chip","Ready for the Floor"
11948491,3206787,2,"LCD Soundsystem","Someone Great"
11948491,3206787,3,"Vitalic","My Friend Dario"
11948491,3206787,4,"Hot Chip","Over And Over"
11948491,3206787,5,"Muse","Time Is Running Out"
11948491,3206787,6,"Muse","Hysteria"
11948491,3206787,7,"Massive Attack","Teardrop"
